"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore","DraftBin","ExpectedScore","Count","FinalScore"
"359",19,"MIA","Dorell Wright",11,549,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,"0.9",9.1,2748,0.761,0.494,0.865,902,0.608647450110865,"F",2.99232904350866,"16-30",2.72321618088366,19,0.269112862625001
"360",20,"DEN","Jameer Nelson",14,878,0.436,0.368,0.81,27.9,11.3,3,5.1,48.3,0.094,"-0.1",11.6,2749,0.879,0.077,2.085,1148,0.764808362369338,"G",4.93516219279754,"16-30",2.66942577373078,19,2.26573641906676
"361",22,"NJN","Viktor Khryapa",4,143,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,"-3.5",-0.9,2751,0.601,0.336,0.972,328,0.435975609756098,"F",1.66815917502234,"16-30",2.46886810084039,17,-0.800708925818047
"362",24,"BOS","Delonte West",8,432,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,"0.9",8.7,2753,1.076,0.414,1.625,656,0.658536585365854,"G",4.16546212026449,"16-30",3.01275508091882,20,1.15270703934567
"363",25,"BOS","Tony Allen",14,820,0.475,0.282,0.709,22,8.1,3.5,1.3,38.7,0.103,"0.3",10.4,2754,1.412,0.411,1.363,1148,0.714285714285714,"G",3.24659294302329,"16-30",2.46676606636341,20,0.779826876659878
"364",26,"SAC","Kevin Martin",12,714,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,"1",16.1,2755,0.901,0.109,1.681,984,0.725609756097561,"G",6.06555709666346,"16-30",2.63290018518975,17,3.43265691147372
"365",27,"LAL","Sasha Vujacic",10,581,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16,0.086,"-1",2.3,2756,0.578,0.059,0.565,820,0.708536585365854,"G",2.19477631701249,"16-30",2.75816560979671,18,-0.56338929278422
"366",28,"SAS","Beno Udrih",13,831,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,"-0.9",4.9,2757,0.693,0.085,1.419,1066,0.779549718574109,"G",3.58717686010161,"16-30",2.42838908895637,17,1.15878777114524
"367",29,"IND","David Harrison",4,189,0.53,0,0.525,14.2,5,2.9,0.2,3.2,0.057,"-4.4",-1.7,2758,0.339,0.979,1.143,328,0.576219512195122,"C",1.15112583896793,"16-30",1.86228316485971,16,-0.711157325891781
"368",30,"ORL","Anderson Varejao",14,632,0.509,0.023,0.63,23.9,7.2,7.2,1.2,46.4,0.148,"0.3",8.8,2760,0.85,0.644,0.938,1148,0.550522648083624,"F",2.67099778100725,"16-30",2.5273441285607,13,0.14365365244655
"369",37,"ATL","Royal Ivey",10,492,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,"-3.8",-2.7,2767,0.467,0.077,0.518,820,0.6,"G",1.40579121479,"31-60",2.12535211082682,11,-0.719560896036824
"370",38,"CHI","Chris Duhon",9,606,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,"-1.2",3.2,2768,0.777,0.059,1.526,738,0.821138211382114,"G",3.27719252256273,"31-60",2.46860903017935,15,0.808583492383382
"371",40,"BOS","Justin Reed",3,136,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,"-5.9",-1.4,2770,0.228,0.14,0.581,246,0.552845528455285,"F",1.15890640464583,"31-60",3.2073762089899,12,-2.04846980434407
"372",43,"NYK","Trevor Ariza",18,1118,0.422,0.351,0.731,29.5,10.4,4.8,2.1,64.3,0.094,"0.6",21.8,2772,1.456,0.318,1.318,1476,0.757452574525745,"F",3.71578237907089,"31-60",2.84208748490106,13,0.873694894169822
"373",45,"CHA","Bernard Robinson",3,128,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,"-2",0,2774,0.852,0.125,0.859,246,0.520325203252033,"G",1.94350093760078,"31-60",2.582195029983,9,-0.638694092382223
"374",47,"MIA","Pape Sow",3,76,0.416,0,0.678,11.6,2.9,2.8,0.2,0.8,0.044,"-5.7",-0.8,2776,0.447,0.316,0.539,246,0.308943089430894,"F",0.960322795263464,"31-60",2.51722662741152,9,-1.55690383214805
"375",1,"MIL","Andrew Bogut",14,706,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,"1.2",16,101106,0.626,1.545,1.705,1148,0.614982578397213,"C",3.21670545020096,"1-15",5.40227744981826,21,-2.1855719996173
"376",2,"ATL","Marvin Williams",15,1072,0.443,0.361,0.808,28.1,10.2,5.2,1.3,65.1,0.104,"-0.4",12.3,101107,0.769,0.538,0.952,1230,0.871544715447155,"F",3.46770309944671,"1-15",4.31202007317063,20,-0.84431697372392
"377",3,"UTA","Deron Williams",12,845,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,"1.9",28.3,101114,1.026,0.244,2.843,984,0.858739837398374,"G",7.13443284710698,"1-15",5.18058806678938,21,1.9538447803176
"378",4,"NOH","Chris Paul",20,1354,0.47,0.37,0.871,33.7,17,4.4,9.2,215.1,0.226,"6.6",98.9,101108,2.014,0.164,2.295,1640,0.825609756097561,"G",7.91156738782246,"1-15",4.84432781908783,21,3.06723956873464
"379",5,"CHA","Raymond Felton",14,971,0.412,0.329,0.79,29.7,11.2,3,5.2,40.2,0.067,"-0.6",10.1,101109,1.178,0.213,2.068,1148,0.84581881533101,"G",4.96467398922797,"1-15",4.12639751013355,21,0.838276479094413
"380",6,"POR","Martell Webster",10,580,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,"-0.8",4.3,101110,0.516,0.276,0.924,820,0.707317073170732,"F",2.83060329040156,"1-15",3.75387095989043,21,-0.923267669488872
"381",7,"TOR","Charlie Villanueva",11,656,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,"-0.6",4.7,101111,0.502,0.532,0.991,902,0.727272727272727,"F",3.31024683451809,"1-15",4.39397812840409,21,-1.01580964846199
"382",8,"NYK","Channing Frye",13,890,0.44,0.388,0.822,22.2,8.7,4.5,1,38.9,0.094,"-0.4",8,101112,0.513,0.607,0.884,1066,0.834896810506567,"F",2.9358699313516,"1-15",3.46277602238357,20,-0.526906091031971
"383",9,"GSW","Ike Diogu",6,225,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,"-3",-0.7,101113,0.16,0.289,0.889,492,0.457317073170732,"F",1.83059719866456,"1-15",4.12142597603224,20,-2.29082877736768
"384",10,"LAL","Andrew Bynum",8,418,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,"1.4",9.1,101115,0.318,1.572,1.541,656,0.63719512195122,"C",3.08582585704327,"1-15",3.85756897884724,21,-0.771743121803973
"385",13,"CHA","Sean May",4,119,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,"-1.7",0.2,101118,0.445,0.395,1.126,328,0.36280487804878,"C",1.82982221424073,"1-15",3.716678058383,21,-1.88685584414227
"386",14,"MIN","Rashad McCants",4,249,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,"-1.7",0.4,101119,0.735,0.245,1.454,328,0.759146341463415,"G",3.55170762274895,"1-15",3.25489603167226,21,0.296811591076688
"387",15,"NJN","Antoine Wright",6,297,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,"-3.7",-2.4,101120,0.468,0.242,0.764,492,0.603658536585366,"F",1.89776146381478,"1-15",3.12037900468881,20,-1.22261754087403
"388",16,"TOR","Joey Graham",6,377,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,"-3.6",-2.4,101121,0.355,0.114,0.82,492,0.766260162601626,"F",1.84992128232702,"16-30",3.05187191900081,18,-1.20195063667379
"389",17,"IND","Danny Granger",10,586,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,"1.8",17.7,101122,0.957,0.821,1.874,820,0.714634146341463,"F",5.41962160769112,"16-30",2.90041503188993,21,2.51920657580119
"390",18,"BOS","Gerald Green",12,658,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,"-1.3",2.4,101123,0.509,0.302,1.096,984,0.66869918699187,"G",3.45801604194088,"16-30",2.94249623314111,19,0.515519808799772
"391",19,"MEM","Hakim Warrick",8,526,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,"-1.9",0.4,101124,0.414,0.293,1.186,656,0.801829268292683,"F",2.94585419634639,"16-30",2.72321618088366,19,0.222638015462728
"392",21,"PHO","Nate Robinson",11,618,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,"0.5",8.6,101126,0.879,0.068,1.417,902,0.685144124168514,"G",4.30858704588053,"16-30",3.55641440446149,15,0.752172641419033
"393",22,"DEN","Jarrett Jack",13,867,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,"-0.9",6.5,101127,0.788,0.123,1.987,1066,0.813320825515947,"G",4.65864620626374,"16-30",2.46886810084039,17,2.18977810542335
"394",23,"SAC","Francisco Garcia",10,549,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,"-0.1",5.7,101128,0.803,0.707,0.993,820,0.669512195121951,"G",3.11890851093983,"16-30",2.8526232644035,19,0.266285246536324
"395",24,"HOU","Luther Head",6,348,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,"0.1",4.2,101129,0.73,0.124,1.256,492,0.707317073170732,"G",3.26929667822656,"16-30",3.01275508091882,20,0.256541597307743
"396",25,"SEA","Johan Petro",8,473,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,"-4.6",-4.6,101130,0.408,0.495,0.791,656,0.721036585365854,"C",1.32999548711949,"16-30",2.46676606636341,20,-1.13677057924392
"397",26,"DET","Jason Maxiell",10,618,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,"-2.5",-1.4,101131,0.372,0.793,0.788,820,0.753658536585366,"F",1.87228629955078,"16-30",2.63290018518975,17,-0.760613885638966
"398",27,"POR","Linas Kleiza",7,409,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,"-2.3",-0.7,101132,0.389,0.178,1,574,0.712543554006969,"F",2.74913976102711,"16-30",2.75816560979671,18,-0.00902584876960288
"399",28,"SAS","Ian Mahinmi",12,618,0.533,0.16,0.612,16.8,5.2,4.4,0.6,26.1,0.121,"-2",0.1,101133,0.578,0.717,0.972,984,0.628048780487805,"C",1.49526589214032,"16-30",2.42838908895637,17,-0.933123196816051
"400",30,"NYK","David Lee",12,829,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,"1.1",19.2,101135,0.754,0.397,1.754,984,0.842479674796748,"F",4.69746769847795,"16-30",2.5273441285607,13,2.17012356991725
"401",31,"ATL","Salim Stoudamire",3,157,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,"-2.9",-0.6,101136,0.35,0.064,1.006,246,0.638211382113821,"G",2.80440870320971,"31-60",2.89122383043389,15,-0.0868151272241797
"402",33,"NOH","Brandon Bass",12,758,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,"-0.8",5.1,101138,0.389,0.632,0.947,984,0.770325203252033,"F",2.85232070529678,"31-60",1.91168645371807,12,0.940634251578716
"403",34,"UTA","C.J. Miles",16,849,0.411,0.358,0.809,20.4,9.6,2.4,1.1,30.1,0.084,"-0.4",6.9,NA,0.708,0.299,0.853,1312,0.647103658536585,"F",3.10493688738305,"31-60",2.17911092621254,12,0.92582596117051
"404",36,"MIL","Ersan Ilyasova",13,825,0.443,0.367,0.777,23,10.1,5.6,1.1,48.8,0.124,"-0.1",9,101141,0.679,0.355,0.959,1066,0.773921200750469,"F",3.35221586861226,"31-60",1.85651999136716,11,1.4956958772451
"405",37,"LAL","Ronny Turiaf",10,473,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,"0.3",4.7,101142,0.383,1.254,0.757,820,0.576829268292683,"C",1.68525550272939,"31-60",2.12535211082682,11,-0.440096608097433
"406",38,"ORL","Travis Diener",5,179,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,"-0.4",1.1,101143,0.425,0.05,0.553,410,0.436585365853659,"G",2.2329690187108,"31-60",2.46860903017935,15,-0.235640011468546
"407",39,"LAL","Von Wafer",6,200,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,"-1.8",0.1,101144,0.365,0.095,0.64,492,0.40650406504065,"G",1.92683566822261,"31-60",2.5674822870241,11,-0.640646618801488
"408",40,"GSW","Monta Ellis",12,833,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,"-0.3",12.4,101145,1.691,0.337,2.696,984,0.846544715447154,"G",6.85037696313771,"31-60",3.2073762089899,12,3.6430007541478
"409",45,"PHI","Lou Williams",17,1123,0.419,0.351,0.842,24.1,13.9,2.2,3.4,65.7,0.116,"1.4",23.2,101150,0.848,0.171,1.688,1394,0.805595408895265,"G",5.24759205282743,"31-60",2.582195029983,9,2.66539702284443
"410",48,"SEA","Mickael Gelabale",3,145,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,"-2.1",0,101153,0.345,0.241,0.634,246,0.589430894308943,"F",1.62197855518263,"31-60",2.71634037853189,6,-1.09436182334925
"411",49,"WAS","Andray Blatche",9,564,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,"-0.8",3.8,101154,0.872,0.812,1.621,738,0.764227642276423,"C",2.62131888845815,"31-60",1.78761050215189,8,0.83370838630626
"412",50,"BOS","Ryan Gomes",8,487,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,"-1.6",1.4,101155,0.721,0.16,1.129,656,0.742378048780488,"F",3.40943097833771,"31-60",1.66187974544003,7,1.74755123289768
"413",53,"BOS","Orien Greene",4,131,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,"-4.6",-1,101158,0.748,0.115,1.099,328,0.399390243902439,"G",1.21815090516054,"31-60",1.70661382488415,6,-0.488462919723617
"414",56,"DET","Amir Johnson",14,870,0.57,0.332,0.673,21.1,7,5.4,1.2,55.3,0.145,"0.3",10.6,101161,0.602,0.964,1.071,1148,0.757839721254355,"C",2.13772293948682,"31-60",2.65875788897852,5,-0.5210349494917
"415",57,"PHO","Marcin Gortat",12,806,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,"0.4",12.7,101162,0.475,1.098,1.189,984,0.81910569105691,"C",2.81799387077085,"31-60",3.13265278581859,3,-0.314658915047731
"416",1,"TOR","Andrea Bargnani",10,550,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,"-1.6",1.5,200745,0.376,0.855,1.547,820,0.670731707317073,"C",3.17981359679376,"1-15",5.40227744981826,21,-2.2224638530245
"417",2,"CHI","LaMarcus Aldridge",16,1076,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.6,0.153,"1.7",33.4,200746,0.704,1.103,1.527,1312,0.820121951219512,"C",4.62254807000729,"1-15",4.31202007317063,20,0.310527996836666
"418",3,"CHA","Adam Morrison",3,161,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,"-5",-2.4,200747,0.248,0.075,1.068,246,0.654471544715447,"F",2.55391191701573,"1-15",5.18058806678938,21,-2.62667614977365
"419",4,"POR","Tyrus Thomas",8,402,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,"-1.2",1.7,200748,0.816,1.306,1.311,656,0.61280487804878,"F",2.66547784957073,"1-15",4.84432781908783,21,-2.1788499695171
"420",5,"ATL","Shelden Williams",6,361,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,"-3",-1.5,200749,0.496,0.454,0.842,492,0.733739837398374,"C",1.32793648861898,"1-15",4.12639751013355,21,-2.79846102151458
"421",6,"MIN","Brandon Roy",6,326,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,"3.6",16.3,200750,1.028,0.233,1.825,492,0.66260162601626,"G",7.31956330351424,"1-15",3.75387095989043,21,3.56569234362381
"422",7,"BOS","Randy Foye",11,752,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,"-1.2",3.8,200751,0.702,0.293,1.471,902,0.83370288248337,"G",4.04058338392925,"1-15",4.39397812840409,21,-0.285473099050832
"423",8,"HOU","Rudy Gay",17,1120,0.452,0.346,0.799,30.9,15.8,5.6,2,61,0.085,"0.6",22.4,200752,1.099,0.713,2.004,1394,0.803443328550933,"F",5.16932106978826,"1-15",3.46277602238357,20,1.70654504740469
"424",9,"GSW","Patrick O'Bryant",4,90,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,"-4.6",-0.3,200753,0.2,0.444,0.467,328,0.274390243902439,"C",0.608929497982536,"1-15",4.12142597603224,20,-3.5124964780497
"425",10,"SEA","Mouhamed Sene",3,47,0.427,0,0.589,5.5,2.2,1.6,0,0.3,0.052,"-5.1",-0.2,200754,0.085,0.468,0.319,246,0.191056910569106,"C",0.552364342792536,"1-15",3.85756897884724,21,-3.3052046360547
"426",11,"ORL","JJ Redick",15,940,0.447,0.415,0.892,25.5,12.8,2,2,63.7,0.128,"0.6",16,200755,0.447,0.094,1.106,1230,0.764227642276423,"G",4.57711159804815,"1-15",2.79711748836319,20,1.77999410968496
"427",12,"NOK","Hilton Armstrong",6,292,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,"-4.1",-1.8,200756,0.308,0.486,0.788,492,0.59349593495935,"F",1.01677622569939,"1-15",2.48895296394094,19,-1.47217673824155
"428",13,"PHI","Thabo Sefolosha",14,869,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,"0.6",12.4,200757,1.076,0.421,0.869,1148,0.756968641114983,"F",2.19284475650072,"1-15",3.716678058383,21,-1.52383330188227
"429",14,"UTA","Ronnie Brewer",8,502,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,"1.6",10.6,200758,1.239,0.239,0.777,656,0.765243902439024,"F",2.80209731089159,"1-15",3.25489603167226,21,-0.452798720780678
"430",15,"NOK","Cedric Simmons",3,75,0.409,0,0.39,9.4,2.2,1.9,0.2,0.1,0.005,"-5",-0.5,200759,0.147,0.427,0.4,246,0.304878048780488,"F",0.765806346382707,"1-15",3.12037900468881,20,-2.3545726583061
"431",16,"CHI","Rodney Carney",5,299,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,"-1.6",0.5,200760,0.532,0.334,0.525,410,0.729268292682927,"F",1.85838206389524,"16-30",3.05187191900081,18,-1.19348985510557
"432",17,"IND","Shawne Williams",7,314,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,"-2.2",-0.3,200761,0.404,0.497,0.627,574,0.547038327526132,"F",1.92578575613489,"16-30",2.90041503188993,21,-0.974629275755043
"433",18,"WAS","Oleksiy Pecherov",3,111,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,"-4.8",-0.7,200762,0.189,0.198,0.532,246,0.451219512195122,"F",1.21764997373593,"16-30",2.94249623314111,19,-1.72484625940518
"434",19,"SAC","Quincy Douby",3,143,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,"-3.5",-0.6,200763,0.35,0.147,0.608,246,0.58130081300813,"G",1.56525757743712,"16-30",2.72321618088366,19,-1.15795860344654
"435",20,"NYK","Renaldo Balkman",6,221,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,"0.1",1.6,200764,0.742,0.471,0.606,492,0.449186991869919,"F",1.45521837656705,"16-30",2.66942577373078,19,-1.21420739716373
"436",21,"PHO","Rajon Rondo",16,957,0.456,0.324,0.611,29.9,9.8,4.5,7.9,61.8,0.104,"1.2",23.2,200765,1.586,0.131,2.702,1312,0.729420731707317,"G",5.34744270100061,"16-30",3.55641440446149,15,1.79102829653912
"437",22,"NJN","Marcus Williams",4,203,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,"-3.3",-1,201173,0.005,0.005,0,328,0.61890243902439,"G",2.65146075946837,"16-30",2.46886810084039,17,0.182592658627976
"438",23,"NJN","Josh Boone",4,256,0.544,0,0.445,17.5,5.2,4.9,0.5,9.1,0.097,"-2",0,200767,0.387,0.695,0.66,328,0.780487804878049,"F",1.82560004943717,"16-30",2.8526232644035,19,-1.02702321496633
"439",24,"MEM","Kyle Lowry",19,1173,0.423,0.368,0.815,31.3,13.9,4.2,6.1,112.6,0.147,"2.7",43.3,200768,1.279,0.299,2.24,1558,0.752888318356868,"G",6.15305118783635,"16-30",3.01275508091882,20,3.14029610691753
"440",25,"CLE","Shannon Brown",9,408,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,"-1.5",1,200769,0.696,0.221,0.926,738,0.552845528455285,"G",2.81756493985583,"16-30",2.46676606636341,20,0.350798873492421
"441",26,"LAL","Jordan Farmar",10,504,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,"-0.5",3.7,200770,0.776,0.111,1.379,820,0.614634146341463,"G",3.23495332190212,"16-30",2.63290018518975,17,0.602053136712374
"442",27,"PHO","Sergio Rodriguez",5,353,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,"-2",0.1,200771,0.601,0.037,1.391,410,0.860975609756098,"G",2.44361943230334,"16-30",2.75816560979671,18,-0.314546177493367
"443",28,"DAL","Maurice Ager",4,82,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,"-9.4",-0.9,200772,0.073,0.073,0.354,328,0.25,"F",0.654063567189,"16-30",2.42838908895637,17,-1.77432552176737
"444",29,"NYK","Mardy Collins",4,189,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,"-4.4",-1.7,200776,0.582,0.116,1.074,328,0.576219512195122,"G",1.79609759713593,"16-30",1.86228316485971,16,-0.066185567723781
"445",30,"POR","Joel Freeland",3,151,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,"-3.3",-0.6,200777,0.212,0.371,0.49,246,0.613821138211382,"C",1.02272825806017,"16-30",2.5273441285607,13,-1.50461587050053
"446",31,"POR","James White",3,67,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,"-3.2",-0.2,200778,0.254,0.09,0.373,246,0.272357723577236,"G",1.08497756171166,"31-60",2.89122383043389,15,-1.80624626872223
"447",32,"HOU","Steve Novak",11,467,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,"0.8",4,200779,0.195,0.081,0.173,902,0.517738359201774,"F",1.47656589738203,"31-60",2.19624475321621,11,-0.719678855834179
"448",33,"ATL","Solomon Jones",8,281,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,"-4",-1.6,200780,0.206,0.548,0.573,656,0.428353658536585,"F",1.07587012363105,"31-60",1.91168645371807,12,-0.835816330087017
"449",34,"LAC","Paul Davis",4,82,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,"-4.2",-0.4,200781,0.268,0.183,0.366,328,0.25,"C",0.768256155688,"31-60",2.17911092621254,12,-1.41085477052454
"450",35,"TOR","P.J. Tucker",14,886,0.425,0.366,0.75,28.2,6.6,5.4,1.4,43.3,0.083,"-1",6.4,NA,1.064,0.274,0.921,1148,0.77177700348432,"F",2.47553572249026,"31-60",2.27861211179468,12,0.19692361069558
"451",36,"MIN","Craig Smith",6,403,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,"-1.2",1.4,200783,0.454,0.226,1.025,492,0.81910569105691,"F",2.45104812869685,"31-60",1.85651999136716,11,0.594528137329694
"452",42,"CLE","Daniel Gibson",7,397,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,"-1",2.4,200789,0.612,0.217,0.94,574,0.691637630662021,"G",3.10639999685993,"31-60",2.5964683618649,8,0.509931634995033
"453",47,"UTA","Paul Millsap",16,1085,0.489,0.341,0.736,28.1,13.4,7.1,2.2,95.4,0.15,"1.9",29.9,200794,1.223,0.963,1.686,1312,0.826981707317073,"F",4.70881771524776,"31-60",2.51722662741152,9,2.19159108783624
"454",49,"DEN","Leon Powe",5,239,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,"-1.6",0.3,200796,0.289,0.343,0.791,410,0.582926829268293,"F",1.92170211691503,"31-60",1.78761050215189,8,0.13409161476314
"455",50,"CHA","Ryan Hollins",10,518,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,"-4.1",-3.2,200797,0.181,0.523,0.741,820,0.631707317073171,"C",0.929206193307098,"31-60",1.66187974544003,7,-0.732673552132934
"456",1,"POR","Greg Oden",3,105,0.574,0,0.658,19.3,8,6.2,0.5,7.3,0.174,"-0.4",0.8,201141,0.381,1.238,1.314,246,0.426829268292683,"C",2.08995155213139,"1-15",5.40227744981826,21,-3.31232589768687
"457",2,"SEA","Kevin Durant",17,1123,0.502,0.39,0.882,36.7,27.2,7,4.4,175.4,0.204,"6.4",87.6,201142,1.058,1.142,3.202,1394,0.805595408895265,"F",9.15472770960743,"1-15",4.31202007317063,20,4.8427076364368
"458",3,"ATL","Al Horford",18,1138,0.509,0.377,0.763,31.6,12.9,7.9,3.2,117.3,0.157,"2.9",44.2,201143,0.772,1.153,1.393,1476,0.7710027100271,"C",4.08951444282241,"1-15",5.18058806678938,21,-1.09107362396697
"459",4,"MEM","Mike Conley",18,1172,0.438,0.389,0.825,31.2,14.1,2.9,5.7,105.7,0.139,"2.4",40.7,201144,1.378,0.209,1.873,1476,0.794037940379404,"G",5.98507913300069,"1-15",4.84432781908783,21,1.14075131391287
"460",5,"BOS","Jeff Green",17,1217,0.45,0.338,0.804,27.3,11.8,4,1.5,55.9,0.081,"-1.4",4.6,201145,0.624,0.486,1.3,1394,0.873027259684362,"F",3.88505812303327,"1-15",4.12639751013355,21,-0.241339387100286
"461",6,"MIL","Yi Jianlian",5,272,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,"-4.3",-3.5,201146,0.5,0.676,1.11,410,0.663414634146341,"F",2.5922627902632,"1-15",3.75387095989043,21,-1.16160816962724
"462",7,"MIN","Corey Brewer",13,819,0.425,0.284,0.713,22.9,8.7,2.8,1.5,22.5,0.058,"-1.6",2,201147,1.249,0.271,1.16,1066,0.768292682926829,"F",2.9676235745,"1-15",4.39397812840409,21,-1.35843290848008
"463",8,"CHA","Brandan Wright",10,428,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,"2.3",7.5,201148,0.463,0.993,0.472,820,0.521951219512195,"F",2.34797844150768,"1-15",3.46277602238357,20,-1.11479758087589
"464",9,"CHI","Joakim Noah",13,672,0.491,0,0.7,27.7,8.8,9,2.8,61.9,0.159,"2.5",20.9,201149,0.795,1.301,1.686,1066,0.630393996247655,"F",3.75087955067672,"1-15",4.12142597603224,20,-0.370546425355525
"465",10,"SAC","Spencer Hawes",10,684,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,"-1.1",3.4,201150,0.386,0.953,1.42,820,0.834146341463415,"F",3.27717266468195,"1-15",3.85756897884724,21,-0.58039631416529
"466",11,"ATL","Acie Law",4,188,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,"-3.9",-1.1,201151,0.441,0.021,0.771,328,0.573170731707317,"G",1.68539873768361,"1-15",2.79711748836319,20,-1.11171875067958
"467",12,"PHI","Thaddeus Young",17,1172,0.503,0.328,0.661,28.2,12.1,5.6,1.8,71.9,0.105,"0.5",20.7,201152,1.375,0.391,1.4,1394,0.840746054519369,"F",4.10665213847079,"1-15",2.48895296394094,19,1.61769917452985
