"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore","DraftBin","ExpectedScore","Count","FinalScore"
"795",16,"BOS","Terry Rozier",10,665,0.418,0.361,0.829,27.6,13.9,3.9,3.5,30.6,0.08,"0.2",10.1,1626179,0.923,0.247,1.349,820,0.810975609756098,"G",5.54511883119734,"16-30",3.05187191900081,18,2.49324691219653
"796",17,"MIL","Rashad Vaughn",3,139,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,"-4.7",-1.2,1626173,0.381,0.209,0.345,246,0.565040650406504,"G",1.2152402954781,"16-30",2.90041503188993,21,-1.68517473641184
"797",18,"HOU","Sam Dekker",5,201,0.478,0.288,0.606,15.4,5.4,3,0.8,5.4,0.083,"-1.4",0.5,1626155,0.502,0.184,0.488,410,0.490243902439024,"F",1.87801906087659,"16-30",2.94249623314111,19,-1.06447717226452
"798",19,"WAS","Jerian Grant",5,279,0.411,0.323,0.77,17.9,6.1,1.9,2.9,8.3,0.08,"-1.6",0.5,1626170,0.735,0.118,0.982,410,0.680487804878049,"G",2.79507040144917,"16-30",2.72321618088366,19,0.0718542205655082
"799",20,"TOR","Delon Wright",10,548,0.447,0.348,0.799,20.4,6.7,3,3,28.9,0.124,"1.9",11.1,1626153,1.195,0.343,0.87,820,0.668292682926829,"G",3.2116077069089,"16-30",2.66942577373078,19,0.542181933178124
"800",21,"DAL","Justin Anderson",6,242,0.41,0.292,0.775,13.6,5.3,2.6,0.8,4.9,0.072,"-1.5",0.4,1626147,0.434,0.331,0.583,492,0.491869918699187,"F",1.84515221780449,"16-30",3.55641440446149,15,-1.71126218665701
"801",22,"CHI","Bobby Portis",10,654,0.478,0.383,0.765,22.8,12,7.2,1.3,33.8,0.109,"-0.4",6,1626171,0.613,0.379,1.122,820,0.797560975609756,"F",3.99074606449115,"16-30",2.46886810084039,17,1.52187796365076
"802",23,"POR","Rondae Hollis-Jefferson",6,305,0.449,0.212,0.735,22.2,9,5.5,1.9,12.9,0.091,"-0.7",2.3,1626178,0.911,0.531,1.285,492,0.619918699186992,"F",3.3069682018538,"16-30",2.8526232644035,19,0.4543449374503
"803",24,"CLE","Tyus Jones",10,682,0.445,0.378,0.821,21.1,7.7,2,4.4,33.9,0.113,"0.5",9.3,1626145,0.994,0.098,0.826,820,0.831707317073171,"G",3.6972065999131,"16-30",3.01275508091882,20,0.684451518994279
"804",25,"MEM","Jarell Martin",4,184,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,0.053,"-4.3",-1.7,1626185,0.364,0.397,0.783,328,0.560975609756098,"F",1.81555096579234,"16-30",2.46676606636341,20,-0.651215100571066
"805",27,"LAL","Larry Nance Jr.",10,546,0.539,0.353,0.696,23.1,7.7,6.1,1.9,34.7,0.132,"1.2",10.3,1626204,1.15,0.498,0.94,820,0.665853658536585,"F",3.01539096491605,"16-30",2.75816560979671,18,0.257225355119341
"806",28,"BOS","R.J. Hunter",4,45,0.371,0.295,0.818,8.8,3,1,0.4,0.4,0.051,"-2",0,NA,0.4,0.089,0.289,328,0.13719512195122,"G",1.17159013445727,"16-30",2.42838908895637,17,-1.2567989544991
"807",29,"BRK","Chris McCullough",3,59,0.426,0.306,0.548,9,3.3,1.9,0.3,0.6,0.054,"-2.5",-0.1,1626191,0.508,0.322,0.339,246,0.239837398373984,"F",1.11054752969061,"16-30",1.86228316485971,16,-0.751735635169098
"808",30,"GSW","Kevon Looney",10,599,0.575,0.185,0.608,17.2,5,5.7,1.6,37.4,0.174,"0.4",6.2,1626172,0.511,0.546,0.593,820,0.730487804878049,"F",2.19163116347717,"16-30",2.5273441285607,13,-0.335712965083534
"809",31,"MIN","Cedi Osman",7,476,0.432,0.357,0.711,22.7,9.3,3,2,12.5,0.055,"-2.1",-0.3,1626224,0.655,0.149,1.015,574,0.829268292682927,"F",3.32693612914224,"31-60",2.89122383043389,15,0.435712298708357
"810",32,"HOU","Montrezl Harrell",8,515,0.619,0.108,0.664,20.5,12.1,5,1.3,42.9,0.195,"2.6",12.2,1626149,0.522,0.784,1.068,656,0.785060975609756,"F",3.99860820191715,"31-60",2.19624475321621,11,1.80236344870094
"811",33,"BOS","Jordan Mickey",3,64,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,"-4.8",-0.3,1626175,0.141,0.422,0.438,246,0.260162601626016,"C",0.72151419755139,"31-60",1.91168645371807,12,-1.19017225616668
"812",34,"LAL","Anthony Brown",3,41,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,"-5.1",-0.6,1626148,0.463,0.146,0.512,246,0.166666666666667,"F",1.395061786117,"31-60",2.17911092621254,12,-0.784049140095539
"813",35,"PHI","Willy Hernangomez",7,344,0.533,0.306,0.713,15,7.3,5.8,1.1,16.3,0.152,"0.1",2.8,1626195,0.422,0.39,1.009,574,0.599303135888502,"C",2.14002327929933,"31-60",2.27861211179468,12,-0.138588832495357
"814",37,"PHI","Richaun Holmes",10,489,0.605,0.269,0.751,19.1,8.5,5.3,1,30.7,0.158,"0.1",5,1626158,0.497,0.918,0.83,820,0.596341463414634,"F",2.95405172501022,"31-60",2.12535211082682,11,0.828699614183396
"815",38,"DET","Darrun Hilliard",3,91,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,"-4.7",-0.6,1626199,0.242,0.033,0.56,246,0.369918699186992,"G",1.27227171828481,"31-60",2.46860903017935,15,-1.19633731189455
"816",40,"MIA","Josh Richardson",10,554,0.428,0.363,0.846,28.5,11.5,3,2.6,27.7,0.084,"-0.6",5.5,1626196,1.022,0.536,1.321,820,0.675609756097561,"G",4.51688928414346,"31-60",3.2073762089899,12,1.30951307515356
"817",41,"BRK","Pat Connaughton",10,595,0.438,0.356,0.773,19.2,6,3.4,1.4,24.6,0.103,"-0.5",4.4,1626192,0.484,0.269,0.558,820,0.725609756097561,"G",2.63798252992046,"31-60",3.19333533101523,8,-0.55535280109477
"818",43,"IND","Joe Young",3,127,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,"-4.1",-0.6,1626202,0.26,0.008,0.504,246,0.516260162601626,"G",1.37821333106702,"31-60",2.84208748490106,13,-1.46387415383404
"819",44,"PHO","Andrew Harrison",3,145,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,"-2.8",-0.6,1626150,0.655,0.338,1.228,246,0.589430894308943,"G",3.03980767170563,"31-60",1.97812928852759,8,1.06167838317804
"820",46,"MIL","Norman Powell",10,617,0.471,0.398,0.824,24.2,13.2,2.7,1.5,32.4,0.104,"0",7.7,1626181,0.851,0.267,1.295,820,0.752439024390244,"G",4.68814529728185,"31-60",3.07973834266132,7,1.60840695462054
